date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:44:36	87942/87942	---M--	200	added ('OK')	image/jpeg	etag:%2256d92ef14a1d21:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/urun_img/avcilar-satilik-daire-600470407_s.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/urun_img/avcilar-satilik-daire-600470407_s.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:44:36	21396/21396	---M--	200	added ('OK')	text/html	date:Fri,%2029%20Jun%202018%2006:44:29%20GMT	http://emlakciplatinum.platinum.webdeneme.com/haberler-duyurular/c/266	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/haberler-duyurular/c/266.html	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:44:38	26739/26739	---M--	200	added ('OK')	image/jpeg	etag:%22116765b7926dd21:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/sayfa_img/6ZY61VV28_resim_13_1_2017_13_s.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/sayfa_img/6ZY61VV28_resim_13_1_2017_13_s.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:44:38	81445/81445	---M--	200	added ('OK')	image/jpeg	etag:%22e9f720ef14a1d21:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/urun_img/bagcilarda-kiralik-daire-2038455565_s.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/urun_img/bagcilarda-kiralik-daire-2038455565_s.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:44:38	218427/218427	---M-Z	200	added ('OK')	application/x-javascript	etag:%22576a05221a92237255651281cfcb1716%22	http://connect.facebook.net/tr_TR/sdk.js	C:/Benim%20Web%20Sitem/emlak2/connect.facebook.net/tr_TR/sdk.js	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:44:40	20518/20518	---M--	200	added ('OK')	image/jpeg	etag:%22ea87f78e926dd21:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/sayfa_img/NFJIUBPPZ_resim_13_1_2017_13_s.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/sayfa_img/NFJIUBPPZ_resim_13_1_2017_13_s.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:44:40	36868/36868	---M-Z	200	added ('OK')	application/javascript	etag:%221519106282%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.6/js/bootstrap.min.js	C:/Benim%20Web%20Sitem/emlak2/maxcdn.bootstrapcdn.com/bootstrap/3.3.6/js/bootstrap.min.js	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:44:41	30821/30821	---M--	200	added ('OK')	image/jpeg	etag:%22d1d5b182ab6dd21:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/kutuResim/blok-1312017ZWL35.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/kutuResim/blok-1312017ZWL35.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:44:41	239/239	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Jun%202018%2006:44:35%20GMT	https://hemencdn.com/interface/platinum/css/owl.video.play.png	C:/Benim%20Web%20Sitem/emlak2/hemencdn.com/interface/platinum/css/owl.video.play.2c.delayed	(from https://hemencdn.com/interface/platinum/css/main.css)
09:44:41	504741/504741	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a559b1c-7b3a5%22	https://hemencdn.com/interface/platinum/js/main.js	C:/Benim%20Web%20Sitem/emlak2/hemencdn.com/interface/platinum/js/main.js	(from http://emlakciplatinum.platinum.webdeneme.com/)
09:44:41	233/233	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Jun%202018%2006:44:36%20GMT	https://hemencdn.com/interface/platinum/css/openhand.cur	C:/Benim%20Web%20Sitem/emlak2/hemencdn.com/interface/platinum/css/openhand.cur	(from https://hemencdn.com/interface/platinum/css/main.css)
09:44:41	235/235	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Jun%202018%2006:44:36%20GMT	https://hemencdn.com/interface/platinum/css/closedhand.cur	C:/Benim%20Web%20Sitem/emlak2/hemencdn.com/interface/platinum/css/closedhand.cur	(from https://hemencdn.com/interface/platinum/css/main.css)
09:44:42	234/234	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Jun%202018%2006:44:36%20GMT	https://hemencdn.com/interface/platinum/assets/loader.gif	C:/Benim%20Web%20Sitem/emlak2/hemencdn.com/interface/platinum/assets/loader.gif	(from https://hemencdn.com/interface/platinum/css/main.css)
09:44:42	1362/1362	---M--	200	added ('OK')	image/png	etag:%225a559b12-552%22	https://hemencdn.com/interface/platinum/img/fancybox_sprite.png	C:/Benim%20Web%20Sitem/emlak2/hemencdn.com/interface/platinum/img/fancybox_sprite.png	(from https://hemencdn.com/interface/platinum/css/main.css)
09:44:42	6567/6567	---M--	200	added ('OK')	image/gif	etag:%225a559b12-19a7%22	https://hemencdn.com/interface/platinum/img/fancybox_loading.gif	C:/Benim%20Web%20Sitem/emlak2/hemencdn.com/interface/platinum/img/fancybox_loading.gif	(from https://hemencdn.com/interface/platinum/css/main.css)
09:44:42	42/42	---M--	200	added ('OK')	image/gif	etag:%225a559afe-2a%22	https://hemencdn.com/interface/platinum/css/blank.gif	C:/Benim%20Web%20Sitem/emlak2/hemencdn.com/interface/platinum/css/blank.gif	(from https://hemencdn.com/interface/platinum/css/main.css)
09:44:42	76/76	---M--	200	added ('OK')	image/png	etag:%225a559b12-4c%22	https://hemencdn.com/interface/platinum/img/fancybox_overlay.png	C:/Benim%20Web%20Sitem/emlak2/hemencdn.com/interface/platinum/img/fancybox_overlay.png	(from https://hemencdn.com/interface/platinum/css/main.css)
09:44:43	5901/5901	---M--	200	added ('OK')	image/png	etag:%225a559b12-170d%22	https://hemencdn.com/interface/platinum/img/fancybox_sprite@2x.png	C:/Benim%20Web%20Sitem/emlak2/hemencdn.com/interface/platinum/img/fancybox_sprite@2x.png	(from https://hemencdn.com/interface/platinum/css/main.css)
09:44:43	13984/13984	---M--	200	added ('OK')	image/gif	etag:%225a559b12-36a0%22	https://hemencdn.com/interface/platinum/img/fancybox_loading@2x.gif	C:/Benim%20Web%20Sitem/emlak2/hemencdn.com/interface/platinum/img/fancybox_loading@2x.gif	(from https://hemencdn.com/interface/platinum/css/main.css)
09:44:43	241/241	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Jun%202018%2006:44:38%20GMT	https://hemencdn.com/interface/platinum/img/fancybox_buttons.png	C:/Benim%20Web%20Sitem/emlak2/hemencdn.com/interface/platinum/img/fancybox_buttons.png	(from https://hemencdn.com/interface/platinum/css/main.css)
09:44:43	2754/2754	---M--	200	added ('OK')	image/png	etag:%225a559b13-ac2%22	https://hemencdn.com/interface/platinum/img/home-concept-icons.png	C:/Benim%20Web%20Sitem/emlak2/hemencdn.com/interface/platinum/img/home-concept-icons.png	(from https://hemencdn.com/interface/platinum/css/main.css)
09:44:44	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Jun%202018%2006:44:37%20GMT	http://emlakciplatinum.platinum.webdeneme.com/POST	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/POST.38.delayed	(from http://emlakciplatinum.platinum.webdeneme.com/WebResource.axd?d=yg7t6yzv6aA6hOi79iZOtIYXmYIuoIjquywC0cVN8FK6erlmI5R1w4X41MAVdDpjs09fejXbn7JJ7knR8U50VN9En7j3Uju6TEfRZyHvTNg1&t=635117037316159565)
09:44:44	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Jun%202018%2006:44:37%20GMT	http://emlakciplatinum.platinum.webdeneme.com/MicrosoftAjaxWebForms.js	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/MicrosoftAjaxWebForms.39.delayed	(from http://emlakciplatinum.platinum.webdeneme.com/ScriptResource.axd?d=3najDHAvL9ngCqFVIi0PreorGYKHRrl4KHGlWFxu59pUzaWXAyNbvYYDRijjA-CrF-a6nbr74LOUI-tbmyKfRK8JRe68VMV6ld3u3hgJt3V7jtCnXkvamfMSuB_5bYwKXQbWwu6xzy4PJcK5qCKm2Vp4CZ5sVNI8XZ6WWpaN49i8M88WIvkp6-XP6UhjkiWR0&t=26dfbc01)
09:44:44	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Jun%202018%2006:44:37%20GMT	http://emlakciplatinum.platinum.webdeneme.com/Firefox/	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/Firefox/index.html	(from http://emlakciplatinum.platinum.webdeneme.com/ScriptResource.axd?d=HZFcykFttIQ2ikE_hVPxiQxybw_O_jf80B0v4LVnfimC3FYQDOZU0psHlx3gtYTprtScajPmSSsM6_IxL8tae5YP6JlHYiqWC_Rw5XoaoGd9Tk2EphXlOraPYUzVTJIzRXH2Eg4qEN40AOC45gPGPX7HHARP8JDqq1WsywGjvn01&t=26dfbc01)
09:44:44	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Jun%202018%2006:44:37%20GMT	http://emlakciplatinum.platinum.webdeneme.com/MicrosoftAjaxSerialization.js	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/MicrosoftAjaxSerialization.3a.delayed	(from http://emlakciplatinum.platinum.webdeneme.com/ScriptResource.axd?d=3najDHAvL9ngCqFVIi0PreorGYKHRrl4KHGlWFxu59pUzaWXAyNbvYYDRijjA-CrF-a6nbr74LOUI-tbmyKfRK8JRe68VMV6ld3u3hgJt3V7jtCnXkvamfMSuB_5bYwKXQbWwu6xzy4PJcK5qCKm2Vp4CZ5sVNI8XZ6WWpaN49i8M88WIvkp6-XP6UhjkiWR0&t=26dfbc01)
09:44:44	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Jun%202018%2006:44:37%20GMT	http://emlakciplatinum.platinum.webdeneme.com/AppleWebKit/	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/AppleWebKit/index.html	(from http://emlakciplatinum.platinum.webdeneme.com/ScriptResource.axd?d=HZFcykFttIQ2ikE_hVPxiQxybw_O_jf80B0v4LVnfimC3FYQDOZU0psHlx3gtYTprtScajPmSSsM6_IxL8tae5YP6JlHYiqWC_Rw5XoaoGd9Tk2EphXlOraPYUzVTJIzRXH2Eg4qEN40AOC45gPGPX7HHARP8JDqq1WsywGjvn01&t=26dfbc01)
09:44:45	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Jun%202018%2006:44:38%20GMT	http://emlakciplatinum.platinum.webdeneme.com/Opera/	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/Opera/index.html	(from http://emlakciplatinum.platinum.webdeneme.com/ScriptResource.axd?d=HZFcykFttIQ2ikE_hVPxiQxybw_O_jf80B0v4LVnfimC3FYQDOZU0psHlx3gtYTprtScajPmSSsM6_IxL8tae5YP6JlHYiqWC_Rw5XoaoGd9Tk2EphXlOraPYUzVTJIzRXH2Eg4qEN40AOC45gPGPX7HHARP8JDqq1WsywGjvn01&t=26dfbc01)
09:44:45	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Jun%202018%2006:44:37%20GMT	http://emlakciplatinum.platinum.webdeneme.com/MicrosoftAjaxNetwork.js	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/MicrosoftAjaxNetwork.3b.delayed	(from http://emlakciplatinum.platinum.webdeneme.com/ScriptResource.axd?d=3najDHAvL9ngCqFVIi0PreorGYKHRrl4KHGlWFxu59pUzaWXAyNbvYYDRijjA-CrF-a6nbr74LOUI-tbmyKfRK8JRe68VMV6ld3u3hgJt3V7jtCnXkvamfMSuB_5bYwKXQbWwu6xzy4PJcK5qCKm2Vp4CZ5sVNI8XZ6WWpaN49i8M88WIvkp6-XP6UhjkiWR0&t=26dfbc01)
09:44:46	35191/35191	---M--	200	added ('OK')	text/html	date:Fri,%2029%20Jun%202018%2006:44:38%20GMT	http://emlakciplatinum.platinum.webdeneme.com/antalyada-kiralik-ev/p/1323	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/antalyada-kiralik-ev/p/1323.html	(from http://emlakciplatinum.platinum.webdeneme.com/ilanlar/m/5)
09:44:48	35257/35257	---M--	200	added ('OK')	text/html	date:Fri,%2029%20Jun%202018%2006:44:41%20GMT	http://emlakciplatinum.platinum.webdeneme.com/bakirkoyde-kiralik-daire/p/1324	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/bakirkoyde-kiralik-daire/p/1324.html	(from http://emlakciplatinum.platinum.webdeneme.com/ilanlar/m/5)
09:45:01	76651/76651	---M--	200	added ('OK')	image/jpeg	etag:%222efc7bed14a1d21:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/urun_img/bakirkoyde-kiralik-daire-1537333516_s.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/urun_img/bakirkoyde-kiralik-daire-1537333516_s.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/ilanlar/m/5)
09:45:01	128767/128767	---M--	200	added ('OK')	image/jpeg	etag:%222641e0e914a1d21:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/sayfa_img/hakkimizda-769376858_b.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/sayfa_img/hakkimizda-769376858_b.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/hakkimizda)
09:45:04	110803/110803	---M--	200	added ('OK')	image/jpeg	etag:%22bbfae914a1d21:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/sayfa_img/hakkimizda-769376858_s.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/sayfa_img/hakkimizda-769376858_s.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/hakkimizda)
09:45:04	108424/108424	---M--	200	added ('OK')	image/jpeg	etag:%221da2aed14a1d21:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/urun_img/antalyada-kiralik-ev-1724773383_s.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/urun_img/antalyada-kiralik-ev-1724773383_s.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/ilanlar/m/5)
09:45:13	50032/50032	---M--	200	added ('OK')	image/jpeg	etag:%2247db46eb14a1d21:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/files/resim/_thumbs/projelerimiz-12862683.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/files/resim/_thumbs/projelerimiz-12862683.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/projelerimiz)
09:45:16	95187/95187	---M--	200	added ('OK')	image/jpeg	etag:%223366e8ea14a1d21:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/sayfa_img/kampanyada-son-nokta-1195623828_s.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/sayfa_img/kampanyada-son-nokta-1195623828_s.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/kampanyalar/c/290)
09:45:22	36549/36549	---M--	200	added ('OK')	image/jpeg	etag:%2240147cec14a1d21:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/files/resim/_thumbs/projelerimiz-453123406.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/files/resim/_thumbs/projelerimiz-453123406.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/projelerimiz)
09:46:07	337766/337766	---M--	200	added ('OK')	image/jpeg	etag:%2243ad58ec14a1d21:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/files/resim/projelerimiz-453123406.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/files/resim/projelerimiz-453123406.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/projelerimiz)
09:46:08	400918/400918	---M--	200	added ('OK')	image/jpeg	etag:%22d0ce1deb14a1d21:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/files/resim/projelerimiz-12862683.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/files/resim/projelerimiz-12862683.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/projelerimiz)
09:46:09	3642/3642	---M--	200	added ('OK')	image/GIF	date:Fri,%2029%20Jun%202018%2006:46:02%20GMT	http://emlakciplatinum.platinum.webdeneme.com/guvenlik/Captcha.aspx	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/guvenlik/Captcha.gif	(from http://emlakciplatinum.platinum.webdeneme.com/iletisim/m/3)
09:46:14	451813/451813	---M--	200	added ('OK')	image/jpeg	etag:%22a05a99ea14a1d21:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/sayfa_img/kampanyada-son-nokta-1195623828_b.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/sayfa_img/kampanyada-son-nokta-1195623828_b.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/kampanyada-son-nokta)
09:46:16	54674/54674	---M--	200	added ('OK')	image/jpeg	etag:%22c4332bec14a1d21:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/files/resim/_thumbs/projelerimiz-1823156305.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/files/resim/_thumbs/projelerimiz-1823156305.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/projelerimiz)
09:46:36	136888/136888	---M--	200	added ('OK')	image/jpeg	etag:%22ef99a3ef14a1d21:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/urun_img/eyup-satilik-isyeri-1759723709_b.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/urun_img/eyup-satilik-isyeri-1759723709_b.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/eyup-satilik-isyeri/p/1327)
09:46:44	507205/507205	---M--	200	added ('OK')	image/jpeg	etag:%2288ecf2eb14a1d21:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/files/resim/projelerimiz-1823156305.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/files/resim/projelerimiz-1823156305.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/projelerimiz)
09:46:44	21386/21386	---M--	200	added ('OK')	text/html	date:Fri,%2029%20Jun%202018%2006:46:37%20GMT	http://emlakciplatinum.platinum.webdeneme.com/haberler/c/266	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/haberler/c/266.html	(from http://emlakciplatinum.platinum.webdeneme.com/sosyal-medyada-bizi-takip-edin)
09:46:50	250095/250095	---M--	200	added ('OK')	image/jpeg	etag:%22e579e5ef14a1d21:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/urun_img/uskudar-satilik-daire-1415442751_b.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/urun_img/uskudar-satilik-daire-1415442751_b.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/uskudar-satilik-daire/p/1328)
09:46:53	48874/48874	---M--	200	added ('OK')	image/jpeg	etag:%228ddb1ae936dd21:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/sayfa_img/3LNWVI5CN_resim_13_1_2017_13_b.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/sayfa_img/3LNWVI5CN_resim_13_1_2017_13_b.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/sosyal-medyada-bizi-takip-edin)
09:47:00	43008/43008	---M--	200	added ('OK')	image/jpeg	etag:%2229c5f28e926dd21:0%22	http://emlakciplatinum.platinum.webdeneme.com/site_document/sayfa_img/NFJIUBPPZ_resim_13_1_2017_13_b.jpg	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/site_document/sayfa_img/NFJIUBPPZ_resim_13_1_2017_13_b.jpg	(from http://emlakciplatinum.platinum.webdeneme.com/internet-sitemiz-yayinda)
09:47:01	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Jun%202018%2006:46:54%20GMT	http://emlakciplatinum.platinum.webdeneme.com/restserver.php	C:/Benim%20Web%20Sitem/emlak2/emlakciplatinum.platinum.webdeneme.com/restserver.53.delayed	(from http://connect.facebook.net/tr_TR/sdk.js)
